Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_A1.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_A2.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_A3.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_B1.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_B2.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_B3.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_C1.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_C2.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_C3.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_D1.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_D2.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_D3.raw
Q2FF94	Q2FF94	CH10_STAA3	groES	Co-chaperonin GroES	977677	1.34553e+06	984923	1.90681e+06	2.01082e+06	1.67206e+06	2.28009e+06	2.46e+06	2.54208e+06	2.05255e+06	2.40335e+06	2.60467e+06
Q2FF95	Q2FF95	CH60_STAA3	groEL	Chaperonin GroEL	902322	1.00033e+06	762612	1.47207e+06	1.65588e+06	1.58963e+06	1.64326e+06	1.76642e+06	1.88757e+06	1.948e+06	1.9841e+06	1.61612e+06
Q2FFA2	Q2FFA2	LUKL2_STAA3	SAUSA300_1975	Uncharacterized leukocidin-like protein 2	426591	434751	427811	800531	728912	718485	927907	883929	868486	832015	838278	865644
Q2FFA3	Q2FFA3	LUKL1_STAA3	SAUSA300_1974	Uncharacterized leukocidin-like protein 1	111332	122866	94281.5	230265	237326	201853	244942	279324	240489	290096	247150	262594
Q2FFH4	Q2FFH4	Y1902_STAA3	SAUSA300_1902	Uncharacterized protein SAUSA300_1902	585450	526848	576708	899390	849107	1.00181e+06	1.18717e+06	1.02146e+06	1.12283e+06	1.10557e+06	960466	1.05682e+06
Q2FFH6	Q2FFH6	PPAC_STAA3	ppaC	Probable manganese-dependent inorganic pyrophosphatase	2.65684e+06	3.05183e+06	2.82337e+06	4.53901e+06	4.99725e+06	5.0249e+06	5.53151e+06	5.03798e+06	5.92102e+06	5.64623e+06	5.15759e+06	5.57019e+06
Q2FFI3	Q2FFI3	NADE_STAA3	nadE	NH(3)-dependent NAD(+) synthetase	273609	314685	322556	463595	468763	536625	585432	501007	574193	513989	511981	635275
Q2FFI4	Q2FFI4	Y1892_STAA3	SAUSA300_1892	UPF0316 protein SAUSA300_1892	171547	165324	187417	373801	334121	346315	424338	414232	434889	395051	393524	413980
Q2FFI7	Q2FFI7	PUR8_STAA3	purB	Adenylosuccinate lyase	222786	230817	218166	408764	419860	433035	491214	497325	546782	490047	472170	486007
Q2FFI9	Q2FFI9	PCRB_STAA3	pcrB	Heptaprenylglyceryl phosphate synthase	15613.2	20123.9	26505.1	48175.6	30295.4	40561.9	52687.9	41518.3	68625.7	49124.2	57873.4	49310.2
Q2FFJ1	Q2FFJ1	DNLJ_STAA3	ligA	DNA ligase	544725	601596	549414	1.01424e+06	970846	1.07977e+06	1.27251e+06	1.2794e+06	1.27741e+06	1.23352e+06	1.26696e+06	1.20395e+06
Q2FFJ3	Q2FFJ3	PUTP_STAA3	putP	Sodium/proline symporter	3131.55	3219.66	1138.63	7369.73	4294.91	2710.97	9387.84	10350.8	2292.24	8574.12	7398.02	5596.21
Q2FFJ4	Q2FFJ4	GATC_STAA3	gatC	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C	771721	725510	637513	1.15527e+06	1.19981e+06	1.27894e+06	1.19887e+06	837749	1.21921e+06	1.56279e+06	1.23971e+06	1.30146e+06
Q2FFJ5	Q2FFJ5	GATA_STAA3	gatA	Glutamyl-tRNA(Gln) amidotransferase subunit A	2.0945e+06	1.87456e+06	1.97508e+06	3.61972e+06	3.50454e+06	3.42245e+06	4.65604e+06	4.1288e+06	4.24092e+06	4.29294e+06	4.37569e+06	3.94161e+06
Q2FFJ6	Q2FFJ6	GATB_STAA3	gatB	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	1.09438e+06	1.15368e+06	1.12158e+06	2.10575e+06	2.09115e+06	1.92026e+06	2.63638e+06	2.43518e+06	2.62589e+06	2.19656e+06	2.39858e+06	2.37048e+06
Q2FFJ7	Q2FFJ7	DAGK_STAA3	dagK	Diacylglycerol kinase	133342	161781	172408	305911	297871	306974	398506	333479	399712	349494	349250	358361
Q2FFK2	Q2FFK2	FTN_STAA3	ftnA	Bacterial non-heme ferritin	419571	534835	422253	702788	650262	769723	853546	948436	859770	838220	848672	820997
Q2FFK6	Q2FFK6	Y1870_STAA3	SAUSA300_1870	UPF0421 protein SAUSA300_1870	2546.98	4131.61	4028.28	6480.25	6707.73	5679.71	10095.1	10444.4	7564.77	10879.4	8430.38	7573.63
Q2FFL4	Q2FFL4	PTPA_STAA3	ptpA	Low molecular weight protein-tyrosine-phosphatase PtpA	3800.72	7603.15	4351.65	9576.61	15205.4	8819.07	14606	11843.7	11681.5	14048.1	9086.64	8371.9
Q2FFL5	Q2FFL5	Y1861_STAA3	SAUSA300_1861	UPF0435 protein SAUSA300_1861	330756	379580	295473	589777	601144	541781	667760	616636	697169	609660	612045	607877
Q2FFM1	Q2FFM1	MGT_STAA3	mgt	Monofunctional glycosyltransferase	30401.1	37905	24011.7	59481.6	51591.8	54279.1	48203.1	63690.3	65026.4	53699.2	60316.4	62408.4
Q2FFM2	Q2FFM2	RECX_STAA3	recX	Regulatory protein RecX	24280.9	22417.8	25804.5	49864.3	59443.8	43142.5	61067.7	99712.4	62196.9	97802.8	50946.6	66297.6
Q2FFM8	Q2FFM8	Y1848_STAA3	SAUSA300_1848	UPF0374 protein SAUSA300_1848	21994.4	15423.5	23678.3	38894.2	44636.8	44358.4	46388.5	50390.4	46320.6	36935.9	45910	43200.1
Q2FFM9	Q2FFM9	Y1847_STAA3	SAUSA300_1847	Putative multidrug export ATP-binding/permease protein SAUSA300_1847	33507	29176.1	30224.1	66745.1	70989.3	63102.6	80971	112052	92664	81572.4	81214.3	79090.3
Q2FFN1	Q2FFN1	GSA2_STAA3	hemL2	Glutamate-1-semialdehyde 2,1-aminomutase 2	118854	168191	108842	243306	243293	208406	332557	298868	271027	292450	313985	327296
Q2FFN4	Q2FFN4	PERR_STAA3	perR	Peroxide-responsive repressor PerR	84289.9	113031	94175.6	257661	212730	241754	147730	321140	363101	262641	185288	120754
Q2FFP9	Q2FFP9	Y1796_STAA3	SAUSA300_1796	UPF0754 membrane protein SAUSA300_1796	25757.5	27253	35418.4	50310.8	52355.5	49298.8	65559.2	60120.5	69423	59895.4	53750.3	70771.8
Q2FFQ0	Q2FFQ0	Y1795_STAA3	SAUSA300_1795	UPF0342 protein SAUSA300_1795	583670	1.00836e+06	563744	937539	1.67533e+06	1.1118e+06	1.39055e+06	1.63564e+06	1.42778e+06	1.4866e+06	1.60147e+06	1.39629e+06
Q2FFQ5	Q2FFQ5	PRSA_STAA3	prsA	Foldase protein PrsA	576841	545213	443656	778939	774236	683543	1.16059e+06	1.05429e+06	1.00052e+06	1.09662e+06	857100	791254
Q2FFR1	Q2FFR1	TRAP_STAA3	traP	Signal transduction protein TRAP	1.61771e+06	1.32021e+06	1.49849e+06	3.25063e+06	2.73741e+06	2.99589e+06	3.92914e+06	3.60148e+06	3.42638e+06	3.16061e+06	3.28243e+06	3.48888e+06
Q2FFR2	Q2FFR2	DCUP_STAA3	hemE	Uroporphyrinogen decarboxylase	221288	247937	218541	449981	460485	402088	570675	655753	582086	548827	561433	525339
Q2FFU9	Q2FFU9	MENE_STAA3	menE	2-succinylbenzoate--CoA ligase	39829.5	29326.2	31867.7	64475.4	88984.9	63497.1	70078.7	64112.4	54585.8	60061.6	69250.7	68332.6
Q2FFV1	Q2FFV1	YIDD_STAA3	SAUSA300_1736	Putative membrane protein insertion efficiency factor	24538.9	29530.4	25224.1	55506.9	45645.9	54112.3	70992.1	61039.4	49010.3	57178.7	57387.1	57887.1
Q2FFV5	Q2FFV5	PCKA_STAA3	pckA	Phosphoenolpyruvate carboxykinase (ATP)	50235.2	51994.4	59192.6	107957	103220	103197	132649	116184	132616	116274	127970	132251
Q2FFV6	Q2FFV6	METK_STAA3	metK	S-adenosylmethionine synthase	1.01599e+06	956626	1.06351e+06	1.85877e+06	1.984e+06	1.7708e+06	2.37822e+06	2.16225e+06	2.32146e+06	2.06916e+06	1.88324e+06	2.04408e+06
Q2FFW6	Q2FFW6	ARSC_STAA3	arsC	Arsenate reductase	33528.2	27712.8	30147.7	73800.7	57799	76785.8	79183	72187.3	72673.3	70068.9	94013	74822.8
Q2FFX3	Q2FFX3	RISB_STAA3	ribH	6,7-dimethyl-8-ribityllumazine synthase	103303	102082	112132	197446	213075	180413	244324	228690	211622	211269	238181	238435
Q2FFY0	Q2FFY0	SYL_STAA3	leuS	Leucine--tRNA ligase	548857	532893	573343	952957	1.0548e+06	958821	1.11347e+06	1.26848e+06	1.09501e+06	1.04475e+06	1.03746e+06	979247
Q2FFY7	Q2FFY7	PEPVL_STAA3	SAUSA300_1697	Putative dipeptidase SAUSA300_1697	444453	466532	500596	874886	791664	780152	1.0464e+06	990238	1.02232e+06	891579	975677	1.0014e+06
Q2FFZ0	Q2FFZ0	TRMB_STAA3	trmB	tRNA (guanine-N(7)-)-methyltransferase	98340	84759.9	86205.3	172699	195232	163727	208111	216932	220818	230928	188258	139713
Q2FFZ5	Q2FFZ5	Y1689_STAA3	SAUSA300_1689	UPF0354 protein SAUSA300_1689	98577.9	114524	115247	190432	198374	191073	244138	229019	228805	179446	307284	239099
Q2FFZ8	Q2FFZ8	MURC_STAA3	murC	UDP-N-acetylmuramate--L-alanine ligase	360865	343908	359306	627764	569824	586855	750732	767886	649996	609007	697669	664335
Q2FFZ9	Q2FFZ9	Y1685_STAA3	SAUSA300_1685	UPF0478 protein SAUSA300_1685	254027	254038	252924	364009	364842	374221	517833	505069	550338	467509	510300	441625
Q2FG06	Q2FG06	FTHS_STAA3	fhs	Formate--tetrahydrofolate ligase	383540	402156	412464	806463	784616	804158	979788	992762	925977	896747	907483	904798
Q2FG07	Q2FG07	ISDH_STAA3	isdH	Iron-regulated surface determinant protein H	22671.6	22648.7	20677.7	34799	31165.1	36718.5	42822.1	31178.6	36279.6	33888.2	37341.9	39016.1
Q2FG07;Q2FHV2	Q2FG07;Q2FHV2	ISDB_STAA3;ISDH_STAA3	isdB;isdH	Iron-regulated surface determinant protein H	2800.65	6963.74	8075.13	3645.53	6280.86	5654.33	13788.8	8239.56	9388.72	2870.47	1938.09	12637.7
Q2FG09	Q2FG09	SYY_STAA3	tyrS	Tyrosine--tRNA ligase	475073	555445	524700	958278	966243	903988	1.20816e+06	1.11229e+06	1.16846e+06	1.16346e+06	1.14752e+06	1.1572e+06
Q2FG18	Q2FG18	RS4_STAA3	rpsD	30S ribosomal protein S4	7.2819e+06	6.74071e+06	6.79556e+06	1.22055e+07	1.39447e+07	1.27685e+07	1.64555e+07	1.60732e+07	1.66591e+07	1.42149e+07	1.61891e+07	1.49055e+07
Q2FG20	Q2FG20	EZRA_STAA3	ezrA	Septation ring formation regulator EzrA	524921	529162	580229	956249	915914	902634	1.14287e+06	1.21064e+06	1.0408e+06	1.07739e+06	1.11355e+06	1.03326e+06
Q2FG23	Q2FG23	THII_STAA3	thiI	Probable tRNA sulfurtransferase	125404	128633	132601	253936	246007	257775	320125	290362	325611	280786	305186	263831
Q2FG27	Q2FG27	ACKA_STAA3	ackA	Acetate kinase	1.3749e+06	1.27969e+06	1.34729e+06	2.77877e+06	2.55544e+06	2.5462e+06	2.95864e+06	3.14334e+06	2.99556e+06	2.80637e+06	2.9596e+06	2.79467e+06
Q2FG28	Q2FG28	Y1656_STAA3	SAUSA300_1656	Putative universal stress protein SAUSA300_1656	1.75688e+06	2.21226e+06	1.84474e+06	3.67104e+06	4.1811e+06	3.50888e+06	4.52629e+06	4.82651e+06	4.22948e+06	4.35841e+06	3.89955e+06	4.31104e+06
Q2FG29	Q2FG29	DHA2_STAA3	ald2	Alanine dehydrogenase 2	28989.8	30693.3	21116.8	65105.9	61007.3	62317	63043.1	89519.9	76172.3	71795.8	86951.3	90245.8
Q2FG30	Q2FG30	Y1654_STAA3	SAUSA300_1654	Uncharacterized peptidase SAUSA300_1654	141682	138499	155912	259506	236154	334524	318521	307879	378960	269956	332281	310631
Q2FG31	Q2FG31	Y1653_STAA3	SAUSA300_1653	UPF0173 metal-dependent hydrolase SAUSA300_1653	457407	473377	401300	894800	934113	752721	1.17428e+06	1.14816e+06	1.03581e+06	1.05602e+06	1.18893e+06	1.06814e+06
Q2FG37	Q2FG37	ACCD_STAA3	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	255581	269321	246213	542498	620694	563946	636162	681235	643881	630731	760633	623432
Q2FG38	Q2FG38	ACCA_STAA3	accA	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	187367	185481	182617	380415	335542	323306	379586	421417	365375	368689	316383	349466
Q2FG40	Q2FG40	KPYK_STAA3	pyk	Pyruvate kinase	3.01203e+06	3.58224e+06	3.19526e+06	5.62744e+06	6.75686e+06	5.54454e+06	7.30347e+06	7.46361e+06	7.11688e+06	6.92299e+06	7.17585e+06	6.62629e+06
Q2FG49	Q2FG49	COAE_STAA3	coaE	Dephospho-CoA kinase	590026	603660	714243	1.45188e+06	1.03618e+06	1.21702e+06	1.61805e+06	1.44208e+06	1.53281e+06	1.47544e+06	1.37426e+06	1.60114e+06
Q2FG51	Q2FG51	NRDR_STAA3	nrdR	Transcriptional repressor NrdR	81025.1	94162.1	84555	146508	143025	127110	164011	202183	144756	184026	143129	145315
Q2FG54	Q2FG54	SYT_STAA3	thrS	Threonine--tRNA ligase	854104	960158	825414	1.57402e+06	1.61491e+06	1.60269e+06	1.93388e+06	2.07019e+06	1.94906e+06	2.01036e+06	1.8647e+06	1.96591e+06
Q2FG56	Q2FG56	IF3_STAA3	infC	Translation initiation factor IF-3	2.56817e+06	2.499e+06	2.7017e+06	3.54152e+06	4.47333e+06	4.13329e+06	5.72716e+06	4.6027e+06	5.2605e+06	5.23468e+06	4.37277e+06	5.0103e+06
Q2FG57	Q2FG57	RL35_STAA3	rpmI	50S ribosomal protein L35	391598	427249	303457	514584	572296	533799	772217	594208	852591	679754	628210	776102
Q2FG58	Q2FG58	RL20_STAA3	rplT	50S ribosomal protein L20	4.3851e+06	6.94141e+06	5.15289e+06	7.89812e+06	6.83244e+06	5.56573e+06	7.45742e+06	1.05919e+07	8.20894e+06	9.6438e+06	1.11147e+07	6.92298e+06
Q2FG61	Q2FG61	TIG_STAA3	tig	Trigger factor	2.27965e+06	2.36744e+06	2.24941e+06	4.44826e+06	4.02388e+06	3.58983e+06	5.3298e+06	4.91727e+06	4.26335e+06	4.75405e+06	4.06967e+06	3.95427e+06
Q2FG62	Q2FG62	CLPX_STAA3	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	574402	583796	674279	1.14809e+06	1.08722e+06	969864	1.56173e+06	1.3666e+06	1.13895e+06	1.13703e+06	1.27179e+06	1.14501e+06
Q2FG63	Q2FG63	ENGB_STAA3	engB	Probable GTP-binding protein EngB	70121.7	70437	74603.9	132895	130797	126097	145454	150824	162380	159291	140388	149184
Q2FG64	Q2FG64	HEM1_STAA3	hemA	Glutamyl-tRNA reductase	20900.1	28196.3	36507	53859.2	49009.4	39864.9	60764	53952.4	54669.3	66354.8	58019.1	61745.1
Q2FG66	Q2FG66	HEM3_STAA3	hemC	Porphobilinogen deaminase	32755.5	33951.7	37875.6	74880.4	76537.3	75797.2	76793.6	94731.8	88641.3	88881.8	88206.7	90362.9
Q2FG69	Q2FG69	GSA1_STAA3	hemL1	Glutamate-1-semialdehyde 2,1-aminomutase 1	297471	291967	309043	412865	389444	537805	461637	541526	673751	515210	471664	627812
Q2FG72	Q2FG72	SYV_STAA3	valS	Valine--tRNA ligase	444260	459562	463929	859005	854550	781430	1.00887e+06	1.08309e+06	1.00468e+06	919787	955931	900901
Q2FG80	Q2FG80	RL21_STAA3	rplU	50S ribosomal protein L21	1.2025e+07	1.58364e+07	1.02694e+07	2.19348e+07	3.00891e+07	2.35243e+07	2.35526e+07	3.21652e+07	3.10699e+07	3.35866e+07	2.44969e+07	2.53893e+07
Q2FG82	Q2FG82	RL27_STAA3	rpmA	50S ribosomal protein L27	6.64281e+06	5.96063e+06	4.84859e+06	1.15798e+07	1.13805e+07	1.13998e+07	1.22845e+07	1.35494e+07	1.37196e+07	1.27473e+07	1.18646e+07	1.43096e+07
Q2FG83	Q2FG83	OBG_STAA3	obg	GTPase Obg	294159	273623	244560	487350	556931	553668	538345	611525	579291	616116	531143	572843
Q2FG84	Q2FG84	Y1599_STAA3	SAUSA300_1599	UPF0735 ACT domain-containing protein SAUSA300_1599	33190.6	41691.2	22739.6	86290.8	86247.1	78241.7	117664	84615.1	82743.2	94346.8	79374.4	93795.6
Q2FG85	Q2FG85	RUVA_STAA3	ruvA	Holliday junction ATP-dependent DNA helicase RuvA	64113.6	55347.8	58114.6	121021	102833	128632	145645	201122	203331	143718	173441	229633
Q2FG86	Q2FG86	RUVB_STAA3	ruvB	Holliday junction ATP-dependent DNA helicase RuvB	59966.5	51772.2	24059.8	43689.1	64548.2	44321.5	56670.2	35286.6	59804.9	40405.6	44617.2	55527.5
Q2FG87	Q2FG87	QUEA_STAA3	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	130040	113773	127567	207261	259680	223770	297026	232112	294454	261621	271724	249589
Q2FG88	Q2FG88	TGT_STAA3	tgt	Queuine tRNA-ribosyltransferase	314497	364454	314023	566157	629040	537719	716740	723477	741404	597031	639834	604005
Q2FG92	Q2FG92	APT_STAA3	apt	Adenine phosphoribosyltransferase	66587.5	74559.9	71834.3	165569	155996	161687	179943	189989	180602	175192	187673	200859
Q2FG94	Q2FG94	DTD_STAA3	dtd	D-aminoacyl-tRNA deacylase	99772.6	153297	187899	391538	417653	333888	373251	501283	497058	548360	666635	455887
Q2FG95	Q2FG95	LYTH_STAA3	lytH	Probable cell wall amidase LytH	54604.3	50043.2	57275.6	107018	127599	117653	143577	103552	113615	145128	119680	108091
Q2FG96	Q2FG96	SYH_STAA3	hisS	Histidine--tRNA ligase	306159	313428	331582	597714	493354	427169	669508	651128	585660	629993	631806	611856
Q2FG97	Q2FG97	SYD_STAA3	aspS	Aspartate--tRNA ligase	477052	564835	478165	1.0206e+06	1.18559e+06	952684	1.39502e+06	1.40523e+06	1.24735e+06	1.40071e+06	1.32587e+06	1.17041e+06
Q2FGA1;Q2FIG2	Q2FGA1;Q2FIG2	Y1582_STAA3;Y816_STAA3	SAUSA300_0816;SAUSA300_1582	UPF0337 protein SAUSA300_1582	185995	76284.5	55476.6	279544	365547	327258	794926	940310	424202	807614	1.2139e+06	466827
Q2FGA5	Q2FGA5	MNMA_STAA3	mnmA	tRNA-specific 2-thiouridylase MnmA	202096	234748	214916	383300	383084	319063	456897	495010	455297	437982	389620	475148
Q2FGA8	Q2FGA8	SYA_STAA3	alaS	Alanine--tRNA ligase	473555	479390	427063	881517	919735	829244	1.02954e+06	1.12894e+06	1.08255e+06	1.02486e+06	965923	968255
Q2FGA9	Q2FGA9	Y1574_STAA3	SAUSA300_1574	UPF0297 protein SAUSA300_1574	764004	727501	466564	766460	986274	929740	820903	1.17959e+06	1.06823e+06	898163	876444	1.03375e+06
Q2FGB0	Q2FGB0	YQGF_STAA3	SAUSA300_1573	Putative pre-16S rRNA nuclease	276499	239394	260313	498054	458040	506771	620025	586410	527155	632737	314011	471765
Q2FGB1	Q2FGB1	Y1572_STAA3	SAUSA300_1572	UPF0473 protein SAUSA300_1572	18432.3	40235.6	38725.4	73935.8	93275.4	111900	84103.5	121385	98177.6	77568.4	84105	99907.9
Q2FGB5	Q2FGB5	URK_STAA3	udk	Uridine kinase	250199	229442	204444	424457	471874	382363	527664	510831	558546	474301	551395	475662
Q2FGB6	Q2FGB6	GREA_STAA3	greA	Transcription elongation factor GreA	3.10414e+06	2.71284e+06	2.48433e+06	4.17979e+06	4.72851e+06	3.50889e+06	3.8785e+06	5.92914e+06	4.86951e+06	5.72889e+06	4.56893e+06	4.31989e+06
Q2FGC1	Q2FGC1	PXPA_STAA3	pxpA	5-oxoprolinase subunit A				1955.09	1681.97			2469.3	2802.4	1883.57	2442.4	2328.57
Q2FGC5	Q2FGC5	MTNN_STAA3	mtnN	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	78705.8	93826.2	81620.9	218652	217587	184987	231070	231568	229165	206697	183735	248839
Q2FGC8	Q2FGC8	AROE_STAA3	aroE	Shikimate dehydrogenase (NADP(+))	47679.5	47587.1	45150.6	115872	90408.5	84089	121757	106817	103152	106401	110635	105604
Q2FGD0	Q2FGD0	NADD_STAA3	nadD	Probable nicotinate-nucleotide adenylyltransferase	20410.2	14056.6	16439.8	21798.4	23698.8	29060.2	28508.3	30442.6	28835	36885.4	31081.4	31907
Q2FGD8	Q2FGD8	RS20_STAA3	rpsT	30S ribosomal protein S20	37907.9	17732.1	18363.8	14073.4	7770.45	12218.8	27838.4	22222.4	34190.1	32767.3	26151.8	12833
Q2FGD9	Q2FGD9	LEPA_STAA3	lepA	Elongation factor 4	332631	354126	330468	677273	596876	624862	840942	715819	685807	759803	707366	704457
Q2FGE1	Q2FGE1	HRCA_STAA3	hrcA	Heat-inducible transcription repressor HrcA	8953.49	12340.5	9888.05	16012.1	15926.5	19304.6	15167.4	14904.4	21562.6	16902.3	17143.5	17605.9
Q2FGE2	Q2FGE2	GRPE_STAA3	grpE	Protein GrpE	375856	368320	400019	713836	736353	671450	925450	1.00322e+06	921811	838007	774498	775576
Q2FGE3	Q2FGE3	DNAK_STAA3	dnaK	Chaperone protein DnaK	4.23845e+06	4.67177e+06	4.04956e+06	7.65526e+06	7.38835e+06	7.70752e+06	9.23935e+06	8.59285e+06	9.41072e+06	9.38755e+06	8.64489e+06	9.2952e+06
Q2FGE4	Q2FGE4	DNAJ_STAA3	dnaJ	Chaperone protein DnaJ	661525	622408	495918	1.01385e+06	1.02761e+06	1.32143e+06	1.36574e+06	1.26931e+06	1.47615e+06	1.44361e+06	1.49866e+06	1.4851e+06
Q2FGE5	Q2FGE5	PRMA_STAA3	prmA	Ribosomal protein L11 methyltransferase	50524.9	65426.6	45944.7	87439.8	94399.8	86389.6	119086	116774	99149.5	102455	84085.4	92512.2
Q2FGE8	Q2FGE8	RS21_STAA3	rpsU	30S ribosomal protein S21	603218	435254	554067	1.09964e+06	684300	1.10746e+06	1.10479e+06	881123	1.01965e+06	1.04963e+06	1.15033e+06	1.02359e+06
Q2FGF0	Q2FGF0	FLOA_STAA3	floA	Flotillin-like protein FloA	1.23155e+06	1.21573e+06	1.11267e+06	2.1614e+06	2.04302e+06	2.36482e+06	3.08567e+06	2.58236e+06	2.62381e+06	2.86936e+06	2.35369e+06	2.50871e+06
Q2FGF3	Q2FGF3	YBEY_STAA3	ybeY	Endoribonuclease YbeY	5109.88	3779.16	5617.1	5148.77	9516.95	8068.96	8829.13	12579.1	14129.6	1572.8	4244.14	10703.4
Q2FGF6	Q2FGF6	ERA_STAA3	era	GTPase Era	142631	166984	136620	306587	295404	286142	350873	384691	359756	305750	351931	353810
Q2FGF7	Q2FGF7	RECO_STAA3	recO	DNA repair protein RecO	3748.24	6338.9	5449.85	6574.48	5007.6	11668.1	7809.68	3771.23	5389.4	8761.38	9978.81	10178.9
Q2FGF8	Q2FGF8	SYG_STAA3	glyQS	Glycine--tRNA ligase	1.60787e+06	1.67254e+06	1.6745e+06	2.85981e+06	3.05234e+06	2.90382e+06	3.59992e+06	3.38859e+06	3.561e+06	3.36074e+06	3.60341e+06	3.42766e+06
Q2FGG0	Q2FGG0	PDRP_STAA3	SAUSA300_1523	Putative pyruvate, phosphate dikinase regulatory protein	107383	123511	108553	222101	228577	207807	253011	236250	264182	222153	232417	247615
Q2FGG6	Q2FGG6	END4_STAA3	nfo	Probable endonuclease 4	426352	443535	540613	923305	719749	782137	1.11174e+06	970375	1.08669e+06	840388	1.02874e+06	962516
Q2FGH0	Q2FGH0	SODM1_STAA3	sodA	Superoxide dismutase [Mn/Fe] 1	3.49772e+06	3.386e+06	3.38026e+06	6.46169e+06	6.35623e+06	6.25627e+06	7.49165e+06	7.78873e+06	7.27849e+06	7.01369e+06	7.01296e+06	7.03883e+06
Q2FGH2	Q2FGH2	RL332_STAA3	rpmG2	50S ribosomal protein L33 2				37686.3	4109.61	16957.4	12824.2		8531.04	4077.96	6532.94	16155.7
Q2FGH2;Q2FH98	Q2FH98;Q2FGH2	RL331_STAA3;RL332_STAA3	rpmG1;rpmG2	50S ribosomal protein L33 2	388055	344372	316681	479623	573254	489991	639559	639363	664685	623684	505553	592444
Q2FGI5	Q2FGI5	GCST_STAA3	gcvT	Aminomethyltransferase	199781	192213	194761	345005	352111	364333	414573	361379	430065	368237	351607	354458
Q2FGI6	Q2FGI6	GCSPA_STAA3	gcvPA	Probable glycine dehydrogenase (decarboxylating) subunit 1	171379	172606	174551	337302	323369	336832	400951	404038	382069	369278	346206	368255
Q2FGI7	Q2FGI7	GCSPB_STAA3	gcvPB	Probable glycine dehydrogenase (decarboxylating) subunit 2	483295	467396	472107	922257	821597	914002	967313	946038	1.12241e+06	988289	1.02291e+06	1.08688e+06
Q2FGJ3	Q2FGJ3	EFP_STAA3	efp	Elongation factor P	1.13063e+06	1.21245e+06	1.10331e+06	1.92081e+06	1.79276e+06	1.95784e+06	2.27767e+06	2.17982e+06	2.3791e+06	2.28329e+06	2.02501e+06	2.24211e+06
Q2FGK9	Q2FGK9	NUSB_STAA3	nusB	Transcription antitermination protein NusB	221989	299701	205720	324554	484681	404105	469957	585773	663137	376598	479012	642680
Q2FGL0	Q2FGL0	EX7L_STAA3	xseA	Exodeoxyribonuclease 7 large subunit	101127	101622	88008.2	163460	166246	158613	181476	242301	190246	246020	228889	213117
Q2FGL1	Q2FGL1	EX7S_STAA3	xseB	Exodeoxyribonuclease 7 small subunit	4148.16	3577.59	43900.1	29124.8		23484.9	21150.7	28659.8	23785	7788.96	28433.3	6939.55
Q2FGL3	Q2FGL3	ARGR_STAA3	argR	Arginine repressor	227686	448921	345531	493831	375988	537052	533765	437187	545662	976232	340649	643544
